"topic_id","article_id"
"2","340191"
"2","340207"
"2","340224"
"2","340227"
"2","340253"
"2","340302"
"2","340303"
"2","340328"
"2","340351"
"2","340381"
"2","340386"
"2","340426"
"2","340465"
"2","340486"
"2","340544"
"2","340624"
"2","340648"
"2","340680"
"2","340682"
"2","340692"
"2","340702"
"2","340705"
"2","340718"
"2","340751"
"2","340802"
"2","340804"
"2","340809"
"2","340820"
"2","340829"
"2","340847"
"2","340848"
"2","340850"
"2","340854"
"2","340857"
"2","340865"
"2","340888"
"2","340906"
"2","340967"
"2","340980"
"2","341132"
"2","341658"
"2","341668"
"2","341669"
"2","341672"
"2","341675"
"2","341680"
"2","341688"
"2","341692"
"2","341693"
"2","341696"
"2","341698"
"2","341700"
"2","341703"
"2","341704"
"2","341705"
"2","341718"
"2","341729"
"2","341734"
"2","341756"
"2","341768"
"2","341772"
"2","341783"
"2","341922"
"2","341976"
"2","341991"
"2","341995"
"2","342001"
"2","342014"
"2","342077"
"2","342082"
"2","342090"
"2","342541"
"2","343310"
"2","343311"
"2","344365"
"2","344491"
"2","344577"
"2","344704"
"2","344739"
"2","344822"
"2","344898"
"2","345026"
"2","345122"
"2","345185"
"2","345207"
"2","345254"
"2","345583"
"2","345683"
"2","346159"
"2","346197"
"2","346727"
"2","347383"
"2","347668"
"2","347858"
"2","347893"
"2","347898"
"2","347978"
"2","347985"
"2","347988"
"2","347994"
"2","348040"
"2","348057"
"2","348061"
"2","348149"
"2","348360"
"2","348401"
"2","349528"
"2","349714"
"2","349759"
"2","349768"
"2","349782"
"2","349783"
"2","349795"
"2","349809"
"2","349821"
"2","349869"
"2","349919"
"2","350206"
"2","350225"
"2","350238"
"2","350239"
"2","350244"
"2","350308"
"2","350446"
"2","350498"
"2","350742"
"2","351129"
"2","351247"
"2","351267"
"2","351284"
"2","351302"
"2","351355"
"2","351403"
"2","351993"
"2","352026"
"2","352082"
"2","352124"
"2","352351"
"2","352467"
"2","352706"
"2","353147"
"2","353161"
"2","353213"
"2","353428"
"2","353489"
"2","353526"
"2","353659"
"2","353819"
"2","353934"
"2","353942"
"2","354009"
"2","354023"
"2","354057"
"2","354194"
"2","354364"
"2","354542"
"2","354564"
"2","354565"
"2","354572"
"2","354576"
"2","354583"
"2","354587"
"2","354593"
"2","354650"
"2","354672"
"2","354677"
"2","354777"
"2","354857"
"2","354877"
"2","355031"
"2","355058"
"2","355077"
"2","355092"
"2","355210"
"2","355212"
"2","355215"
"2","355220"
"2","355476"
"2","355522"
"2","355591"
"2","355744"
"2","355752"
"2","355835"
"2","355882"
"2","355925"
"2","355933"
"2","356031"
"2","356068"
"2","356107"
"2","356135"
"2","356146"
"2","356479"
"2","356602"
"2","356651"
"2","356814"
"2","356910"
"2","356912"
"2","357164"
"2","357257"
"2","357272"
"2","357550"
"2","357590"
"2","357703"
"2","357775"
"2","357903"
"2","358112"
"2","358114"
"2","358178"
"2","358218"
"2","358247"
"2","358415"
"2","358421"
"2","358425"
"2","358429"
"2","358435"
"2","358439"
"2","358535"
"2","358589"
"2","358636"
"2","358707"
"2","358736"
"2","360091"
"2","360141"
"2","360283"
"2","360318"
"3","9"
"3","12617"
"3","12741"
"3","14294"
"3","15845"
"3","31172"
"3","51384"
"3","76558"
"3","101394"
"3","105746"
"3","108028"
"3","108780"
"3","111957"
"3","120595"
"3","133678"
"3","141463"
"3","151356"
"3","151360"
"3","169400"
"3","181421"
"3","204309"
"3","204327"
"3","204337"
"3","204852"
"3","206482"
"3","210283"
"3","214299"
"3","218026"
"3","236334"
"3","238769"
"3","245323"
"3","252238"
"3","258552"
"3","258559"
"3","261104"
"3","269806"
"3","275528"
"3","292985"
"3","331878"
"3","331972"
"3","332179"
"3","332367"
"3","332492"
"3","332493"
"3","332512"
"3","332516"
"3","332519"
"3","332521"
"3","332713"
"3","332770"
"3","332945"
"3","333022"
"3","333073"
"3","333089"
"3","333149"
"3","333190"
"3","333310"
"3","333373"
"3","333389"
"3","333452"
"3","333599"
"3","333720"
"3","333824"
"3","333876"
"3","333884"
"3","333903"
"3","333925"
"3","333993"
"3","333997"
"3","334000"
"3","334009"
"3","334043"
"3","334045"
"3","334081"
"3","334083"
"3","334084"
"3","334085"
"3","334086"
"3","334087"
"3","334090"
"3","334107"
"3","334127"
"3","334139"
"3","334140"
"3","334145"
"3","334182"
"3","334202"
"3","334205"
"3","334211"
"3","334339"
"3","334360"
"3","334461"
"3","334498"
"3","334510"
"3","334542"
"3","334561"
"3","334566"
"3","334572"
"3","334579"
"3","334807"
"3","334808"
"3","334870"
"3","335049"
"3","335151"
"3","335167"
"3","335232"
"3","335740"
"3","335839"
"3","336109"
"3","336111"
"3","336114"
"3","336115"
"3","336117"
"3","336118"
"3","336123"
"3","336130"
"3","336150"
"3","336161"
"3","336202"
"3","336210"
"3","336211"
"3","336215"
"3","336217"
"3","336224"
"3","336258"
"3","336274"
"3","336279"
"3","336299"
"3","336301"
"3","336331"
"3","336468"
"3","336487"
"3","336493"
"3","336646"
"3","336682"
"3","336702"
"3","336717"
"3","336731"
"3","336740"
"3","336761"
"3","336852"
"3","337340"
"3","337346"
"3","337347"
"3","337348"
"3","337349"
"3","337352"
"3","337356"
"3","337361"
"3","337364"
"3","337365"
"3","337368"
"3","337374"
"3","337378"
"3","337385"
"3","337386"
"3","337398"
"3","337401"
"3","337404"
"3","337405"
"3","337410"
"3","337411"
"3","337426"
"3","337440"
"3","337448"
"3","337451"
"3","337466"
"3","337473"
"3","337478"
"3","337481"
"3","337487"
"3","337488"
"3","337490"
"3","337498"
"3","337502"
"3","337503"
"3","337504"
"3","337505"
"3","337509"
"3","337513"
"3","337515"
"3","337519"
"3","337520"
"3","337551"
"3","337554"
"3","337556"
"3","337557"
"3","337559"
"3","337571"
"3","337572"
"3","337577"
"3","337578"
"3","337584"
"3","337587"
"3","337595"
"3","337610"
"3","337612"
"3","337624"
"3","337627"
"3","337629"
"3","337632"
"3","337633"
"3","337634"
"3","337636"
"3","337648"
"3","337652"
"3","337654"
"3","337658"
"3","337670"
"3","337706"
"3","337712"
"3","337716"
"3","337720"
"3","337721"
"3","337722"
"3","337749"
"3","337760"
"3","337764"
"3","337767"
"3","337772"
"3","337773"
"3","337781"
"3","337807"
"3","337836"
"3","337893"
"3","337916"
"3","337920"
"3","337958"
"3","337959"
"3","337988"
"3","338014"
"3","338119"
"3","338204"
"3","338231"
"3","338363"
"3","338431"
"3","338494"
"3","338509"
"3","338532"
"3","338561"
"3","338597"
"3","338680"
"3","338682"
"3","338685"
"3","338691"
"3","338692"
"3","338721"
"3","338763"
"3","338795"
"3","338819"
"3","338873"
"3","338924"
"3","338969"
"3","338979"
"3","338984"
"3","339008"
"3","339037"
"3","339167"
"3","339192"
"3","339534"
"3","339550"
"3","339565"
"3","339631"
"3","339747"
"3","339912"
"3","339936"
"3","339946"
"3","339950"
"3","340002"
"3","340014"
"3","340016"
"3","340095"
"3","340140"
"3","340151"
"3","340174"
"3","340384"
"3","340611"
"3","340629"
"3","340751"
"3","340809"
"3","340847"
"3","341315"
"3","341394"
"3","342495"
"3","342580"
"3","342824"
"3","342951"
"3","343766"
"3","343807"
"3","343821"
"3","343911"
"3","344049"
"3","344176"
"3","344197"
"3","344217"
"3","344249"
"3","344278"
"3","344316"
"3","344394"
"3","344420"
"3","344603"
"3","344604"
"3","344620"
"3","344636"
"3","344663"
"3","344693"
"3","344731"
"3","344952"
"3","345002"
"3","345027"
"3","345316"
"3","345492"
"3","345575"
"3","348130"
"3","348192"
"3","348336"
"3","348339"
"3","348351"
"3","348352"
"3","348353"
"3","348673"
"3","348678"
"3","348800"
"3","348845"
"3","348982"
"3","349528"
"3","349662"
"3","349675"
"3","349795"
"3","349869"
"3","349962"
"3","350036"
"3","350092"
"3","350184"
"3","350567"
"3","350927"
"3","351758"
"3","351828"
"3","352706"
"3","353147"
"3","353398"
"3","353970"
"3","353979"
"3","354304"
"3","355031"
"3","355231"
"3","355827"
"3","356248"
"3","356281"
"3","356746"
"3","356896"
"3","357297"
"3","357308"
"3","357625"
"3","357637"
"3","357643"
"3","357860"
"3","359079"
"3","359637"
"3","359751"
"4","31172"
"4","101394"
"4","105746"
"4","108138"
"4","109598"
"4","169400"
"4","181421"
"4","204327"
"4","207147"
"4","229336"
"4","252238"
"4","275528"
"4","331878"
"4","332148"
"4","332492"
"4","332493"
"4","332549"
"4","332713"
"4","333287"
"4","333300"
"4","333306"
"4","333373"
"4","333389"
"4","333597"
"4","334081"
"4","334085"
"4","334145"
"4","334461"
"4","334901"
"4","335581"
"4","336111"
"4","336118"
"4","336715"
"4","337347"
"4","337348"
"4","337349"
"4","337364"
"4","337398"
"4","337417"
"4","337448"
"4","337481"
"4","337490"
"4","337502"
"4","337503"
"4","337519"
"4","337531"
"4","337551"
"4","337554"
"4","337556"
"4","337572"
"4","337577"
"4","337598"
"4","337604"
"4","337612"
"4","337624"
"4","337629"
"4","337706"
"4","337714"
"4","337772"
"4","337781"
"4","337827"
"4","337955"
"4","338175"
"4","338561"
"4","338621"
"4","338721"
"4","338819"
"4","338967"
"4","338984"
"4","339008"
"4","339019"
"4","339167"
"4","339399"
"4","339550"
"4","339946"
"4","340056"
"4","341064"
"4","341290"
"4","341304"
"4","341305"
"4","341311"
"4","341372"
"4","341373"
"4","341374"
"4","341376"
"4","341403"
"4","341670"
"4","341984"
"4","341985"
"4","341988"
"4","342217"
"4","342891"
"4","342905"
"4","342951"
"4","343444"
"4","343911"
"4","344049"
"4","344217"
"4","344620"
"4","347383"
"4","348352"
"4","348673"
"4","348678"
"4","349675"
"4","350036"
"4","350184"
"4","351894"
"4","353398"
"4","353970"
"4","356320"
"4","357061"
"4","357297"
"4","357625"
"4","357639"
"4","357979"
"4","359001"
"4","360283"
"5","89"
"5","4993"
"5","5969"
"5","10789"
"5","12561"
"5","12635"
"5","12746"
"5","12968"
"5","13031"
"5","13047"
"5","13443"
"5","14196"
"5","14365"
"5","14413"
"5","15996"
"5","16025"
"5","16178"
"5","17690"
"5","19113"
"5","19141"
"5","19586"
"5","19786"
"5","22312"
"5","22585"
"5","23539"
"5","29443"
"5","29499"
"5","30204"
"5","30341"
"5","31091"
"5","31172"
"5","31471"
"5","32761"
"5","35882"
"5","36535"
"5","37713"
"5","40512"
"5","50627"
"5","50865"
"5","50939"
"5","51043"
"5","51247"
"5","51285"
"5","51948"
"5","52319"
"5","52403"
"5","53758"
"5","54031"
"5","59776"
"5","60000"
"5","60214"
"5","60525"
"5","62083"
"5","62140"
"5","65218"
"5","65259"
"5","71347"
"5","71526"
"5","72799"
"5","72832"
"5","73487"
"5","73637"
"5","75448"
"5","80600"
"5","80628"
"5","80654"
"5","82175"
"5","82185"
"5","82269"
"5","84562"
"5","84592"
"5","85971"
"5","86723"
"5","86830"
"5","88329"
"5","89036"
"5","91101"
"5","91115"
"5","91257"
"5","91895"
"5","92570"
"5","92634"
"5","93360"
"5","95681"
"5","95757"
"5","97188"
"5","97785"
"5","98435"
"5","98815"
"5","99995"
"5","100874"
"5","103960"
"5","105112"
"5","105646"
"5","106296"
"5","108074"
"5","108148"
"5","108213"
"5","109581"
"5","110396"
"5","110452"
"5","110516"
"5","110590"
"5","111373"
"5","111405"
"5","112806"
"5","112909"
"5","113479"
"5","113571"
"5","113581"
"5","114300"
"5","114952"
"5","115554"
"5","116149"
"5","116222"
"5","116913"
"5","116935"
"5","117731"
"5","117735"
"5","118371"
"5","118975"
"5","119760"
"5","119828"
"5","120579"
"5","121517"
"5","122173"
"5","123491"
"5","124116"
"5","124162"
"5","125844"
"5","126966"
"5","126968"
"5","126996"
"5","127119"
"5","127811"
"5","127833"
"5","129030"
"5","130950"
"5","131705"
"5","132543"
"5","133624"
"5","133639"
"5","133687"
"5","133739"
"5","134989"
"5","136827"
"5","136885"
"5","136892"
"5","138081"
"5","139531"
"5","140205"
"5","140207"
"5","140848"
"5","140912"
"5","142920"
"5","143488"
"5","146097"
"5","146102"
"5","146136"
"5","146563"
"5","146605"
"5","149702"
"5","150270"
"5","150273"
"5","150286"
"5","150303"
"5","150852"
"5","150858"
"5","151406"
"5","151436"
"5","151473"
"5","152185"
"5","152191"
"5","152316"
"5","153688"
"5","153735"
"5","155997"
"5","156096"
"5","156519"
"5","157477"
"5","159258"
"5","159610"
"5","159614"
"5","161643"
"5","165624"
"5","165637"
"5","165668"
"5","166209"
"5","166853"
"5","166946"
"5","166960"
"5","168860"
"5","168868"
"5","168944"
"5","169460"
"5","170145"
"5","171937"
"5","171948"
"5","174307"
"5","174422"
"5","175029"
"5","175082"
"5","175084"
"5","177040"
"5","177731"
"5","179936"
"5","180025"
"5","180634"
"5","181305"
"5","181362"
"5","181948"
"5","182060"
"5","183450"
"5","183495"
"5","184064"
"5","184070"
"5","184679"
"5","184992"
"5","185165"
"5","189322"
"5","189900"
"5","190095"
"5","193436"
"5","195047"
"5","195560"
"5","197121"
"5","197669"
"5","197727"
"5","197736"
"5","197817"
"5","197820"
"5","198509"
"5","198516"
"5","199219"
"5","199230"
"5","199885"
"5","199893"
"5","199909"
"5","200450"
"5","200536"
"5","203347"
"5","203833"
"5","204348"
"5","204351"
"5","205393"
"5","205439"
"5","205949"
"5","207168"
"5","207735"
"5","208841"
"5","209843"
"5","210849"
"5","211282"
"5","212414"
"5","212513"
"5","212906"
"5","213010"
"5","213437"
"5","213533"
"5","214367"
"5","214887"
"5","214947"
"5","215499"
"5","215501"
"5","216152"
"5","216231"
"5","216266"
"5","216267"
"5","216845"
"5","216951"
"5","217526"
"5","217553"
"5","217571"
"5","217579"
"5","219293"
"5","219858"
"5","219952"
"5","220529"
"5","220531"
"5","221376"
"5","221867"
"5","222332"
"5","223261"
"5","223279"
"5","223872"
"5","224977"
"5","225389"
"5","228927"
"5","229418"
"5","229960"
"5","231092"
"5","232258"
"5","232268"
"5","232270"
"5","232381"
"5","232837"
"5","232948"
"5","233219"
"5","233263"
"5","234473"
"5","235048"
"5","235065"
"5","236368"
"5","236475"
"5","236485"
"5","237015"
"5","237024"
"5","237031"
"5","237573"
"5","237601"
"5","238835"
"5","240695"
"5","241136"
"5","241797"
"5","242266"
"5","242272"
"5","242795"
"5","243764"
"5","244047"
"5","244483"
"5","246572"
"5","246982"
"5","247304"
"5","247348"
"5","247452"
"5","247622"
"5","247883"
"5","247939"
"5","249578"
"5","249615"
"5","249632"
"5","249981"
"5","252701"
"5","254488"
"5","254500"
"5","255183"
"5","255377"
"5","255776"
"5","255809"
"5","256212"
"5","257568"
"5","257569"
"5","257923"
"5","258579"
"5","258774"
"5","259880"
"5","260595"
"5","260605"
"5","261330"
"5","261372"
"5","261424"
"5","262227"
"5","262820"
"5","263076"
"5","264820"
"5","264918"
"5","266771"
"5","268969"
"5","269477"
"5","270041"
"5","270749"
"5","270774"
"5","271429"
"5","272064"
"5","272234"
"5","272298"
"5","273547"
"5","274140"
"5","274271"
"5","274367"
"5","274371"
"5","274930"
"5","275640"
"5","275680"
"5","276909"
"5","282750"
"5","283373"
"5","284242"
"5","284374"
"5","286483"
"5","286735"
"5","287401"
"5","289608"
"5","291120"
"5","291490"
"5","295161"
"5","295479"
"5","295783"
"5","296490"
"5","298739"
"5","299063"
"5","300308"
"5","301225"
"5","301942"
"5","301960"
"5","305421"
"5","306825"
"5","307310"
"5","307761"
"5","308289"
"5","308299"
"5","312765"
"5","315443"
"5","315627"
"5","315990"
"5","316218"
"5","316716"
"5","316734"
"5","316744"
"5","318170"
"5","318622"
"5","319412"
"5","319592"
"5","320344"
"5","320726"
"5","320824"
"5","322515"
"5","323548"
"5","323975"
"5","323979"
"5","324022"
"5","329924"
"5","329956"
"5","331064"
"5","331250"
"5","331258"
"5","331264"
"5","331268"
"5","331283"
"5","331284"
"5","331303"
"5","331307"
"5","331309"
"5","331325"
"5","331332"
"5","331349"
"5","331350"
"5","331351"
"5","331377"
"5","331383"
"5","331396"
"5","331414"
"5","331425"
"5","331441"
"5","331454"
"5","331466"
"5","331482"
"5","331493"
"5","331497"
"5","331508"
"5","331510"
"5","331517"
"5","331525"
"5","331573"
"5","331576"
"5","331595"
"5","331597"
"5","331605"
"5","331616"
"5","331621"
"5","331637"
"5","331648"
"5","331650"
"5","331659"
"5","331662"
"5","331670"
"5","331684"
"5","331693"
"5","331708"
"5","331732"
"5","331736"
"5","331750"
"5","331752"
"5","331754"
"5","331755"
"5","331756"
"5","331762"
"5","331763"
"5","331774"
"5","331780"
"5","331783"
"5","331795"
"5","331806"
"5","331815"
"5","331819"
"5","331828"
"5","331834"
"5","331838"
"5","331862"
"5","331863"
"5","331864"
"5","331866"
"5","331871"
"5","331875"
"5","331886"
"5","331888"
"5","331934"
"5","331936"
"5","331937"
"5","331940"
"5","331954"
"5","331959"
"5","331964"
"5","331966"
"5","332003"
"5","332019"
"5","332029"
"5","332031"
"5","332041"
"5","332067"
"5","332075"
"5","332080"
"5","332082"
"5","332091"
"5","332097"
"5","332117"
"5","332140"
"5","332147"
"5","332151"
"5","332152"
"5","332155"
"5","332171"
"5","332173"
"5","332190"
"5","332195"
"5","332206"
"5","332217"
"5","332237"
"5","332263"
"5","332284"
"5","332286"
"5","332306"
"5","332316"
"5","332319"
"5","332323"
"5","332324"
"5","332341"
"5","332342"
"5","332352"
"5","332354"
"5","332361"
"5","332375"
"5","332386"
"5","332397"
"5","332414"
"5","332421"
"5","332424"
"5","332432"
"5","332453"
"5","332480"
"5","332485"
"5","332499"
"5","332568"
"5","332579"
"5","332583"
"5","332584"
"5","332596"
"5","332607"
"5","332615"
"5","332620"
"5","332629"
"5","332630"
"5","332677"
"5","332696"
"5","332704"
"5","332725"
"5","332728"
"5","332729"
"5","332744"
"5","332799"
"5","332803"
"5","332827"
"5","332836"
"5","332842"
"5","332849"
"5","332850"
"5","332855"
"5","332873"
"5","332878"
"5","332884"
"5","332891"
"5","332894"
"5","332910"
"5","332914"
"5","332923"
"5","332936"
"5","332937"
"5","332948"
"5","332949"
"5","332957"
"5","332962"
"5","332974"
"5","332975"
"5","332987"
"5","332989"
"5","333002"
"5","333019"
"5","333038"
"5","333042"
"5","333044"
"5","333069"
"5","333072"
"5","333110"
"5","333119"
"5","333130"
"5","333134"
"5","333135"
"5","333138"
"5","333141"
"5","333169"
"5","333188"
"5","333191"
"5","333197"
"5","333198"
"5","333199"
"5","333201"
"5","333216"
"5","333232"
"5","333244"
"5","333250"
"5","333251"
"5","333257"
"5","333260"
"5","333267"
"5","333286"
"5","333298"
"5","333306"
"5","333319"
"5","333322"
"5","333324"
"5","333325"
"5","333327"
"5","333328"
"5","333329"
"5","333330"
"5","333339"
"5","333345"
"5","333359"
"5","333386"
"5","333410"
"5","333427"
"5","333436"
"5","333456"
"5","333465"
"5","333470"
"5","333482"
"5","333486"
"5","333490"
"5","333493"
"5","333504"
"5","333506"
"5","333519"
"5","333523"
"5","333529"
"5","333531"
"5","333546"
"5","333563"
"5","333568"
"5","333573"
"5","333587"
"5","333589"
"5","333591"
"5","333593"
"5","333603"
"5","333604"
"5","333612"
"5","333615"
"5","333631"
"5","333637"
"5","333643"
"5","333648"
"5","333649"
"5","333650"
"5","333655"
"5","333658"
"5","333667"
"5","333678"
"5","333681"
"5","333683"
"5","333686"
"5","333688"
"5","333697"
"5","333722"
"5","333731"
"5","333752"
"5","333757"
"5","333763"
"5","333772"
"5","333784"
"5","333795"
"5","333802"
"5","333804"
"5","333814"
"5","333821"
"5","333832"
"5","333847"
"5","333849"
"5","333867"
"5","333875"
"5","333891"
"5","333897"
"5","333908"
"5","333922"
"5","333947"
"5","333961"
"5","333965"
"5","334023"
"5","334025"
"5","334041"
"5","334117"
"5","334130"
"5","334134"
"5","334143"
"5","334147"
"5","334149"
"5","334151"
"5","334154"
"5","334161"
"5","334162"
"5","334170"
"5","334173"
"5","334190"
"5","334197"
"5","334229"
"5","334260"
"5","334268"
"5","334270"
"5","334273"
"5","334301"
"5","334303"
"5","334325"
"5","334334"
"5","334343"
"5","334345"
"5","334351"
"5","334358"
"5","334364"
"5","334371"
"5","334378"
"5","334381"
"5","334384"
"5","334397"
"5","334400"
"5","334420"
